id,category,count,unique,top,freq
11221,x,6,1,b,6
11225,x,3,1,b,3
11240,x,8,1,b,8
11287,x,1,1,b,1
11293,x,8,1,b,8
11302,x,5,1,b,5
11308,x,8,1,b,8
11318,x,9,1,b,9
