block,id,count,means,std,min,25%,50%,75%,max
3,11213,8,0.875,0.353553391,0,1,1,1,1
3,11217,1,1,,1,1,1,1,1
3,11219,8,0.875,0.353553391,0,1,1,1,1
3,11239,5,1,0,1,1,1,1,1
3,11252,8,0.875,0.353553391,0,1,1,1,1
3,11256,8,1,0,1,1,1,1,1
3,11258,1,1,,1,1,1,1,1
3,11260,7,1,0,1,1,1,1,1
3,11264,1,1,,1,1,1,1,1
3,11268,3,1,0,1,1,1,1,1
3,11270,8,1,0,1,1,1,1,1
3,11274,8,1,0,1,1,1,1,1
3,11276,5,1,0,1,1,1,1,1
3,11278,1,1,,1,1,1,1,1
3,11280,8,1,0,1,1,1,1,1
3,11282,6,1,0,1,1,1,1,1
3,11284,7,1,0,1,1,1,1,1
3,11667,8,0.5,0.534522484,0,0,0.5,1,1
4,11119,8,1,0,1,1,1,1,1
4,11125,8,0.875,0.353553391,0,1,1,1,1
4,11133,8,1,0,1,1,1,1,1
4,11137,6,1,0,1,1,1,1,1
4,11143,1,1,,1,1,1,1,1
4,11145,5,1,0,1,1,1,1,1
4,11155,8,0.75,0.46291005,0,0.75,1,1,1
4,11159,8,0.875,0.353553391,0,1,1,1,1
4,11161,8,0.875,0.353553391,0,1,1,1,1
4,11171,8,0.75,0.46291005,0,0.75,1,1,1
4,11191,8,0.75,0.46291005,0,0.75,1,1,1
4,11195,8,0.875,0.353553391,0,1,1,1,1
4,11197,8,1,0,1,1,1,1,1
4,11199,8,0.875,0.353553391,0,1,1,1,1
4,11201,8,0.75,0.46291005,0,0.75,1,1,1
4,11203,8,0.875,0.353553391,0,1,1,1,1
4,11205,2,1,0,1,1,1,1,1
4,11207,7,1,0,1,1,1,1,1
4,11209,6,1,0,1,1,1,1,1
4,11213,8,1,0,1,1,1,1,1
4,11219,8,1,0,1,1,1,1,1
4,11252,8,0.75,0.46291005,0,0.75,1,1,1
4,11256,7,1,0,1,1,1,1,1
4,11270,5,1,0,1,1,1,1,1
4,11280,3,1,0,1,1,1,1,1
4,11667,8,0.875,0.353553391,0,1,1,1,1
5,11125,8,0.875,0.353553391,0,1,1,1,1
5,11133,6,1,0,1,1,1,1,1
5,11155,8,0.875,0.353553391,0,1,1,1,1
5,11159,8,0.875,0.353553391,0,1,1,1,1
5,11161,8,0.875,0.353553391,0,1,1,1,1
5,11171,8,1,0,1,1,1,1,1
5,11191,8,0.875,0.353553391,0,1,1,1,1
5,11195,8,1,0,1,1,1,1,1
5,11197,3,1,0,1,1,1,1,1
5,11199,8,1,0,1,1,1,1,1
5,11201,8,1,0,1,1,1,1,1
5,11203,8,0.875,0.353553391,0,1,1,1,1
5,11213,2,1,0,1,1,1,1,1
5,11219,4,1,0,1,1,1,1,1
5,11252,8,0.75,0.46291005,0,0.75,1,1,1
5,11667,8,1,0,1,1,1,1,1
6,11125,8,0.625,0.51754917,0,0,1,1,1
6,11155,8,1,0,1,1,1,1,1
6,11159,8,1,0,1,1,1,1,1
6,11161,8,1,0,1,1,1,1,1
6,11171,4,1,0,1,1,1,1,1
6,11191,8,0.875,0.353553391,0,1,1,1,1
6,11195,1,1,,1,1,1,1,1
6,11199,2,1,0,1,1,1,1,1
6,11201,7,1,0,1,1,1,1,1
6,11203,8,0.875,0.353553391,0,1,1,1,1
6,11252,8,0.625,0.51754917,0,0,1,1,1
6,11667,4,1,0,1,1,1,1,1
7,11125,8,1,0,1,1,1,1,1
7,11155,8,0.875,0.353553391,0,1,1,1,1
7,11159,7,1,0,1,1,1,1,1
7,11161,7,1,0,1,1,1,1,1
7,11191,8,1,0,1,1,1,1,1
7,11203,8,1,0,1,1,1,1,1
7,11252,8,0.75,0.46291005,0,0.75,1,1,1
8,11125,8,0.75,0.46291005,0,0.75,1,1,1
8,11155,8,1,0,1,1,1,1,1
8,11191,4,1,0,1,1,1,1,1
8,11252,8,1,0,1,1,1,1,1
9,11125,8,0.875,0.353553391,0,1,1,1,1
9,11155,1,1,,1,1,1,1,1
9,11252,6,1,0,1,1,1,1,1
block,11123,1,1,,1,1,1,1,1
