block,id,count,means,std,min,25%,50%,75%,max
3,11245,8,1,0,1,1,1,1,1
3,11247,8,0.875,0.353553391,0,1,1,1,1
3,11249,3,1,0,1,1,1,1,1
3,11253,3,1,0,1,1,1,1,1
3,11255,8,1,0,1,1,1,1,1
3,11257,8,0.5,0.534522484,0,0,0.5,1,1
3,11261,5,1,0,1,1,1,1,1
3,11263,4,1,0,1,1,1,1,1
3,11265,2,1,0,1,1,1,1,1
3,11269,5,1,0,1,1,1,1,1
3,11275,8,0.75,0.46291005,0,0.75,1,1,1
3,11279,8,1,0,1,1,1,1,1
3,11281,8,0.875,0.353553391,0,1,1,1,1
4,11120,8,0.875,0.353553391,0,1,1,1,1
4,11126,8,0.75,0.46291005,0,0.75,1,1,1
4,11132,7,1,0,1,1,1,1,1
4,11136,8,1,0,1,1,1,1,1
4,11138,1,1,,1,1,1,1,1
4,11140,8,0.75,0.46291005,0,0.75,1,1,1
4,11150,8,1,0,1,1,1,1,1
4,11152,8,1,0,1,1,1,1,1
4,11170,8,0.875,0.353553391,0,1,1,1,1
4,11182,6,1,0,1,1,1,1,1
4,11184,8,0.75,0.46291005,0,0.75,1,1,1
4,11186,8,0.875,0.353553391,0,1,1,1,1
4,11188,3,1,0,1,1,1,1,1
4,11190,8,1,0,1,1,1,1,1
4,11194,8,0.875,0.353553391,0,1,1,1,1
4,11196,8,0.875,0.353553391,0,1,1,1,1
4,11202,1,1,,1,1,1,1,1
4,11206,8,1,0,1,1,1,1,1
4,11208,8,1,0,1,1,1,1,1
4,11216,8,0.875,0.353553391,0,1,1,1,1
4,11218,8,0.75,0.46291005,0,0.75,1,1,1
4,11223,1,1,,1,1,1,1,1
4,11231,8,0.875,0.353553391,0,1,1,1,1
4,11247,8,1,0,1,1,1,1,1
4,11255,5,1,0,1,1,1,1,1
4,11257,8,0.75,0.46291005,0,0.75,1,1,1
4,11275,8,1,0,1,1,1,1,1
4,11279,6,1,0,1,1,1,1,1
4,11281,8,1,0,1,1,1,1,1
5,11120,8,0.75,0.46291005,0,0.75,1,1,1
5,11126,8,1,0,1,1,1,1,1
5,11136,8,0.875,0.353553391,0,1,1,1,1
5,11140,8,1,0,1,1,1,1,1
5,11150,7,1,0,1,1,1,1,1
5,11152,5,1,0,1,1,1,1,1
5,11170,8,0.875,0.353553391,0,1,1,1,1
5,11184,8,0.75,0.46291005,0,0.75,1,1,1
5,11186,8,0.875,0.353553391,0,1,1,1,1
5,11190,6,1,0,1,1,1,1,1
5,11194,8,1,0,1,1,1,1,1
5,11196,8,0.75,0.46291005,0,0.75,1,1,1
5,11206,4,1,0,1,1,1,1,1
5,11216,8,1,0,1,1,1,1,1
5,11218,8,0.625,0.51754917,0,0,1,1,1
5,11231,8,0.875,0.353553391,0,1,1,1,1
5,11247,7,1,0,1,1,1,1,1
5,11257,8,1,0,1,1,1,1,1
5,11275,7,1,0,1,1,1,1,1
6,11120,8,1,0,1,1,1,1,1
6,11126,4,1,0,1,1,1,1,1
6,11136,8,1,0,1,1,1,1,1
6,11140,5,1,0,1,1,1,1,1
6,11170,8,0.75,0.46291005,0,0.75,1,1,1
6,11184,8,1,0,1,1,1,1,1
6,11186,8,0.875,0.353553391,0,1,1,1,1
6,11194,1,1,,1,1,1,1,1
6,11196,8,0.625,0.51754917,0,0,1,1,1
6,11216,8,0.875,0.353553391,0,1,1,1,1
6,11218,8,0.625,0.51754917,0,0,1,1,1
6,11231,8,0.875,0.353553391,0,1,1,1,1
6,11257,6,1,0,1,1,1,1,1
7,11120,2,1,0,1,1,1,1,1
7,11136,2,1,0,1,1,1,1,1
7,11170,8,1,0,1,1,1,1,1
7,11184,5,1,0,1,1,1,1,1
7,11186,8,0.875,0.353553391,0,1,1,1,1
7,11196,8,0.875,0.353553391,0,1,1,1,1
7,11216,8,0.875,0.353553391,0,1,1,1,1
7,11218,8,0.75,0.46291005,0,0.75,1,1,1
7,11231,8,0.625,0.51754917,0,0,1,1,1
8,11170,8,0.875,0.353553391,0,1,1,1,1
8,11186,8,0.875,0.353553391,0,1,1,1,1
8,11196,8,1,0,1,1,1,1,1
8,11216,8,1,0,1,1,1,1,1
8,11218,8,0.875,0.353553391,0,1,1,1,1
8,11231,8,0.875,0.353553391,0,1,1,1,1
9,11170,8,1,0,1,1,1,1,1
9,11186,8,1,0,1,1,1,1,1
9,11216,3,1,0,1,1,1,1,1
9,11218,8,1,0,1,1,1,1,1
9,11231,8,1,0,1,1,1,1,1
10,11186,5,1,0,1,1,1,1,1
10,11218,2,1,0,1,1,1,1,1
10,11231,4,1,0,1,1,1,1,1
