trial,block,stimId,category,response,accuracy,rt,condition,id,phase
0,0,neutral_A0,a,a,True,3804,3,11225,trainPhase
1,0,neutral_A3,a,b,False,1209,3,11225,trainPhase
2,0,neutral_B0,b,a,False,910,3,11225,trainPhase
3,0,neutral_B3,b,b,True,2845,3,11225,trainPhase
4,0,neutral_A2,a,a,True,1101,3,11225,trainPhase
5,0,neutral_B1,b,b,True,669,3,11225,trainPhase
6,0,neutral_B2,b,b,True,1181,3,11225,trainPhase
7,0,neutral_A1,a,a,True,1149,3,11225,trainPhase
0,1,neutral_B2,b,b,True,742,3,11225,trainPhase
1,1,neutral_A3,a,a,True,1293,3,11225,trainPhase
2,1,neutral_B3,b,b,True,678,3,11225,trainPhase
3,1,neutral_B1,b,b,True,1252,3,11225,trainPhase
4,1,neutral_A2,a,a,True,1088,3,11225,trainPhase
5,1,neutral_B0,b,b,True,744,3,11225,trainPhase
6,1,neutral_A1,a,a,True,518,3,11225,trainPhase
7,1,neutral_A0,a,b,False,821,3,11225,trainPhase
0,2,neutral_A2,a,a,True,1158,3,11225,trainPhase
1,2,neutral_B1,b,b,True,613,3,11225,trainPhase
2,2,neutral_A0,a,a,True,766,3,11225,trainPhase
3,2,neutral_B0,b,a,False,966,3,11225,trainPhase
4,2,neutral_A3,a,a,True,798,3,11225,trainPhase
5,2,neutral_A1,a,b,False,806,3,11225,trainPhase
6,2,neutral_B3,b,a,False,642,3,11225,trainPhase
7,2,neutral_B2,b,b,True,1694,3,11225,trainPhase
0,3,neutral_A1,a,a,True,1030,3,11225,trainPhase
1,3,neutral_B0,b,b,True,1110,3,11225,trainPhase
2,3,neutral_B2,b,b,True,823,3,11225,trainPhase
3,3,neutral_A2,a,a,True,991,3,11225,trainPhase
4,3,neutral_B3,b,b,True,598,3,11225,trainPhase
5,3,neutral_B1,b,a,False,428,3,11225,trainPhase
6,3,neutral_A0,a,a,True,1034,3,11225,trainPhase
7,3,neutral_A3,a,b,False,438,3,11225,trainPhase
0,4,neutral_A0,a,a,True,1121,3,11225,trainPhase
1,4,neutral_A1,a,a,True,1717,3,11225,trainPhase
2,4,neutral_B3,b,b,True,1853,3,11225,trainPhase
3,4,neutral_A2,a,a,True,741,3,11225,trainPhase
4,4,neutral_B1,b,b,True,846,3,11225,trainPhase
